stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2444,Le Bridoux,LE BRIDOUX 62310 RADINGHEM,50.635226,2.891162,1,,1,,,0
2443,Rue Duthoit,RUE DUTHOIT 62310 RADINGHEM,50.629282,2.898317,1,,1,,,0
8001,Haute Rue,HAUTE RUE CLE_COMMUNE: 793,50.616209,2.895195,1,,1,,,0
99,Cimetiere,ANSTAING CIMETIERE 59152 ANSTAING,50.607234,3.187155,1,,1,,,0
6959,Leo Lagrange,LEO LAGRANGE 59280 ARMENTIERES,50.694524,2.887358,1,,1,,,0
5776,Jean Jaures,JEAN JAURES 59280 ARMENTIERES,50.685787,2.887515,1,,1,,,0
147,Deffontaines,DEFFONTAINE 59780 BAISIEUX,50.609797,3.22945,1,,1,,,0
159,Frontiere,BAISIEUX FRONTIERE 59780 BAISIEUX,50.607694,3.253265,1,,1,,,0
5780,La Quenouille,LA QUENOUILLE 59910 BONDUES,50.694044,3.089344,1,,1,,,0
5791,Dom De La Vigne,DOMAINE DE LA VIGNE 59910 BONDUES,50.714166,3.085889,1,,1,,,0
5781,Bas Chemin,BAS CHEMIN 59910 BONDUES,50.711073,3.088541,1,,1,,,0
180,Fort De Bondues,FORT DE BONDUES 59910 BONDUES,50.691455,3.087427,1,,1,,,0
7037,Inst Cx Blanche,INSTITUTION LA CROIX BLANCHE 59910 BONDUES,50.719308,3.108841,1,,1,,,0
5173,Voie227,VOIE227 59910 BONDUES,50.71731,3.073151,1,,1,,,0
198,N. Segard,BONDUES NORBERT SEGARD 59910 BONDUES,50.70492,3.09455,1,,1,,,0
219,Chateau D'Eau,CHATEAU D'EAU 59910 BONDUES,50.720655,3.109964,1,,1,,,0
229,Les Peupliers,LES PEUPLIERS 59200 TOURCOING,50.769537,3.083468,1,,1,,,0
246,Marequaix,MAREQUAIX 59152 CHERENG,50.609761,3.214393,1,,1,,,0
7732,Abbe Lemire,BONAPARTE CLE_COMMUNE: 12,50.761942,3.001197,1,,1,,,0
307,Kleber,KLEBER 59170 CROIX,50.684285,3.154496,1,,1,,,0
4630,Villa Cavrois,VILLA CAVROIS 59170 CROIX,50.66888,3.153581,1,,1,,,0
5523,Ghesquiere,GHESQUIERE 59320 EMMERIN,50.597356,2.99976,1,,1,,,0
5576,Calvaire,CALVAIRE 59320 EMMERIN,50.59208,3.003382,1,,1,,,0
7815,Trois Fetus,LES TROIS FETUS CLE_COMMUNE: 18,50.637473,2.923107,1,,1,,,0
8007,Rue De La Gare,RUE DE LA GARE CLE_COMMUNE: 18,50.648931,2.911052,1,,1,,,0
5974,Fin De La Guerre,FIN DE LA GUERRE 59320 ESCOBECQUES,50.619082,2.9385,1,,1,,,0
7764,Tilmant,TILMANT CLE_COMMUNE: 22,50.607911,3.059558,1,,1,,,0
342,Rue D'Haubourdin,RUE D'HAUBOURDIN 59155 FACHES THUMESNIL,50.599472,3.068344,1,,1,,,0
5708,4 Chemins,4 CHEMINS 59134 FOURNES EN WEPPES,50.580429,2.873888,1,,1,,,0
383,Croix Au Bois,CROIX AU BOIS 59236 FRELINGHIEN,50.696543,2.976814,1,,1,,,0
5711,La Colle,HALLENNES LA COLLE 59320 HALLENNES LEZ HAUBOURDIN,50.607057,2.952283,1,,1,,,0
4729,Piscine,PISCINE 59250 HALLUIN,50.777989,3.130585,1,,1,,,0
3906,L'Harmonieuse,L'HARMONIEUSE 59250 HALLUIN,50.784181,3.135551,1,,1,,,0
5945,Mont D'Halluin,MONT D'HALLUIN 59250 HALLUIN,50.765183,3.144226,1,,1,,,0
420,Noir Pignon,NOIR PIGNON 59250 HALLUIN,50.773912,3.12301,1,,1,,,0
440,Monument Aux Morts,MONUMENT AUX MORTS 59250 HALLUIN,50.781571,3.125818,1,,1,,,0
5673,Hantay Eglise,HANTAY EGLISE 59496 HANTAY,50.532801,2.865876,1,,1,,,0
470,Vanderhaghen,VANDERHAGHEN 59320 HAUBOURDIN,50.612552,2.976022,1,,1,,,0
473,Rue De La Canteraine,RUE DE LA CANTERAINE 59320 HAUBOURDIN,50.593995,2.985608,1,,1,,,0
7007,Blanchisserie,BLANCHISSERIE 59320 HAUBOURDIN,50.59161,2.982012,1,,1,,,0
6260,Valmy,VALMY 59320 HAUBOURDIN,50.611309,2.994136,1,,1,,,0
6263,Heurtebise,HEURTEBISE 59320 HAUBOURDIN,50.611867,2.998711,1,,1,,,0
494,Mairie D'Hellemmes,HELLEMMES 59260 HELLEMMES LILLE,50.627268,3.108816,1,,1,,,0
4720,Coty,COTY 59510 HEM,50.670707,3.199075,1,,1,,,0
6912,Hem Eglise,HEM EGLISE 59510 HEM,50.650011,3.191509,1,,1,,,0
7042,Trois Fermes,TROIS FERMES 59510 HEM,50.66163,3.198933,1,,1,,,0
4672,Dunant,DUNANT 59510 HEM,50.668431,3.201308,1,,1,,,0
522,Voisinage,VOISINAGE 59510 HEM,50.644534,3.19363,1,,1,,,0
5619,Eglise St Joseph,EGLISE SAINT JOSEPH 59510 HEM,50.663559,3.188494,1,,1,,,0
6639,Piscine Herlies,PISCINE D'HERLIES 59134 HERLIES,50.57229,2.853614,1,,1,,,0
5724,Egalite,EGALITE 59134 HERLIES,50.579014,2.852472,1,,1,,,0
536,Rue Du Stade,RUE DU STADE 59134 HERLIES,50.578386,2.847971,1,,1,,,0
6286,Pasteur,PASTEUR 59263 HOUPLIN ANCOISNE,50.564587,2.999382,1,,1,,,0
5651,College,HOUPLINES COLLEGE ROGER SALENGRO 59116 HOUPLINES,50.688405,2.919059,1,,1,,,0
569,L'Aventure,L'AVENTURE 59480 ILLIES,50.576838,2.822696,1,,1,,,0
596,Wez-Macquart,WEZ-MACQUART 59930 LA CHAPELLE D ARMENTIERES,50.659752,2.927432,1,,1,,,0
604,Botanique,BOTANIQUE 59110 LA MADELEINE,50.649079,3.078763,1,,1,,,0
7115,Joffre,JOFFRE 59110 LA MADELEINE,50.653763,3.066514,1,,1,,,0
603,Victoire,VICTOIRE 59110 LA MADELEINE,50.656018,3.064374,1,,1,,,0
675,Sainte Cecile,SAINTE CECILE 59130 LAMBERSART,50.64186,3.030651,1,,1,,,0
5922,Verghelles,VERGHELLES 59130 LAMBERSART,50.652256,3.006287,1,,1,,,0
633,Victoire,VICTOIRE 59130 LAMBERSART,50.646517,3.023802,1,,1,,,0
683,Boutemy,BOUTEMY 59390 LANNOY,50.668805,3.210588,1,,1,,,0
681,Pn Lannoy,PN LANNOY 59390 LANNOY,50.67062,3.207656,1,,1,,,0
687,Eglise,LEERS EGLISE 59115 LEERS,50.680137,3.247521,1,,1,,,0
709,Victor Hugo,LEERS VICTOR HUGO,50.682566,3.245292,1,,1,,,0
686,Porte De France,PORTE DE FRANCE 59115 LEERS,50.684059,3.254483,1,,1,,,0
701,Buisson,BUISSON 59115 LEERS,50.683184,3.23062,1,,1,,,0
6951,Papinerie,PAPINERIE 59115 LEERS,50.673447,3.234977,1,,1,,,0
694,Ferme D'Halluin,FERME D'HALLUIN 59115 LEERS,50.686024,3.223639,1,,1,,,0
691,Bauwens,BAUWENS 59115 LEERS,50.684044,3.241959,1,,1,,,0
734,Linnich,LINNICH 59810 LESQUIN,50.588188,3.100675,1,,1,,,0
7710,La Motte,LA MOTTE CLE_COMMUNE: 45,50.583243,3.099528,1,,1,,,0
736,Cimetiere,LESQUIN CIMETIERE 59810 LESQUIN,50.591745,3.101434,1,,1,,,0
8931,Centre Retention,CENTRE DE RETENTION CLE_COMMUNE: 45,50.575254,3.096082,1,,1,,,0
715,Petite Chapelle,PETITE CHAPELLE 59810 LESQUIN,50.590668,3.102939,1,,1,,,0
746,4 Vents,4 VENTS 59260 LEZENNES,50.612601,3.123013,1,,1,,,0
800,Tanneurs,TANNEURS 59000 LILLE,50.633669,3.066545,1,,1,,,0
7782,Prevoyance,PREVOYANCE CLE_COMMUNE: 47,50.613415,3.052504,1,,1,,,0
6422,Place Leclerc,PLACE LECLERC 59000 LILLE,50.628274,3.042562,1,,1,,,0
5999,Chasseurs De Driant,CHASSEURS DE DRIANT LILLE,50.618571,3.03257,1,,1,,,0
3941,Euratechnologies,EURATECHNOLOGIES 59000 LILLE,50.633152,3.018894,1,,1,,,0
863,Les Bateliers,LES BATELIERS 59000 LILLE,50.645395,3.061779,1,,1,,,0
965,Porte De Valenciennes,PORTE DE VALENCIENNES 59000 LILLE,50.621046,3.078982,1,,1,,,0
807,Montagnards,MONTAGNARDS 59000 LILLE,50.634324,3.097754,1,,1,,,0
7214,Chu-Centre O. Lambret,CHU CENTRE OSCAR LAMBRET 59000 LILLE,50.613168,3.036132,1,,1,,,0
932,Bd De L'Usine,BD DE L'USINE 59000 LILLE,50.625598,3.088695,1,,1,,,0
840,Gide,GIDE 59000 LILLE,50.606706,3.044612,1,,1,,,0
7108,Mont De Terre,LILLE MONT DE TERRE 59000 LILLE,50.622775,3.091205,1,,1,,,0
831,Square Des Meres,SQUARE DES MERES 59000 LILLE,50.634087,3.095466,1,,1,,,0
833,Legrand,LEGRAND 59000 LILLE,50.631878,3.088592,1,,1,,,0
910,Esplanade,ESPLANADE 59000 LILLE,50.645316,3.050576,1,,1,,,0
7787,Blanchisseurs,BLANCHISSEURS CLE_COMMUNE: 47,50.628201,3.008898,1,,1,,,0
5498,Robert Descamps,ROBERT DESCAMPS 59126 LINSELLES,50.734379,3.086518,1,,1,,,0
977,College Matisse,COLLEGE MATISSE 59126 LINSELLES,50.73776,3.086597,1,,1,,,0
5499,La Vignette,LA VIGNETTE 59126 LINSELLES,50.746107,3.085634,1,,1,,,0
986,Enclos Du Cygne,ENCLOS DU CYGNE 59126 LINSELLES,50.743038,3.093207,1,,1,,,0
991,Cimetiere,LINSELLES CIMETIERE 59126 LINSELLES,50.741664,3.080097,1,,1,,,0
1019,Clinique De La Mitterie,CLINIQUE DE LA MITTERIE 59160 LOMME,50.651121,2.99703,1,,1,,,0
996,Leo Lagrange,LEO LAGRANGE 59160 LOMME,50.630451,3.009168,1,,1,,,0
1014,Croix Du Temple,CROIX DU TEMPLE 59160 LOMME,50.633378,3.005371,1,,1,,,0
1020,Hotel De Ville,LOMME HOTEL DE VILLE 59160 LOMME,50.638831,3.01213,1,,1,,,0
1071,Eurasante Epi De Soil,LOOS EURASANTE EPI DE SOIL 59120 LOOS,50.602139,3.044689,1,,1,,,0
1083,Bazinghien,BAZINGHIEN 59120 LOOS,50.620471,3.015125,1,,1,,,0
1086,Descartes Physicien,DESCARTES PHYSICIEN 59390 LYS LEZ LANNOY,50.672107,3.22184,1,,1,,,0
1087,Tour Eiffel,TOUR EIFFEL 59390 LYS LEZ LANNOY,50.664835,3.215077,1,,1,,,0
1168,Abbe Bonpain,ABBE BONPAIN 59700 MARCQ EN BAROEUL,50.657959,3.083354,1,,1,,,0
1137,Croise Laroche,CROISE LAROCHE 59700 MARCQ EN BAROEUL,50.664956,3.102412,1,,1,,,0
2973,Hippodrome,HIPPODROME 59700 MARCQ EN BAROEUL,50.664277,3.08874,1,,1,,,0
1132,Rouges Barres,ROUGES BARRES 59700 MARCQ EN BAROEUL,50.654966,3.094654,1,,1,,,0
8873,Montgolfier,LA MADELEINE MONTGOLFIER CLE_COMMUNE: 55,50.663157,3.075133,1,,1,,,0
7229,Rue De L'Eglise,RUE DE L EGLISE 59700 MARCQ EN BAROEUL,50.664938,3.075766,1,,1,,,0
2628,Doumer,DOUMER 59700 MARCQ EN BAROEUL,50.665458,3.07734,1,,1,,,0
4067,Amidonnerie,AMIDONNERIE 59520 MARQUETTE LEZ LILLE,50.668148,3.065524,1,,1,,,0
7805,Verdun,RUE DE VERDUN CLE_COMMUNE: 57,50.553959,2.865001,1,,1,,,0
5685,Mairie,MARQUILLIES MAIRIE 59274 MARQUILLIES,50.558056,2.869719,1,,1,,,0
1216,Coty,COTY 59370 MONS EN BAROEUL,50.637373,3.116674,1,,1,,,0
2588,Triez,TRIEZ (AVENUE DE LA MARNE) 59290 WASQUEHAL,50.692563,3.131191,1,,1,,,0
5850,Mouvaux Coeur De Ville,SALLE DURIEUX 59420 MOUVAUX,50.701046,3.135647,1,,1,,,0
1235,Saint Francois,SAINT FRANCOIS 59420 MOUVAUX,50.716583,3.138269,1,,1,,,0
1258,Docks De L'Oise,DOCKS DE L'OISE 59960 NEUVILLE EN FERRAIN,50.753678,3.165658,1,,1,,,0
5958,Labyrinthe,LABYRINTHE 59960 NEUVILLE EN FERRAIN,50.757149,3.148041,1,,1,,,0
1272,Reckem,RECKEM 59960 NEUVILLE EN FERRAIN,50.755306,3.158276,1,,1,,,0
5525,Grand Place,NOYELLES GRAND PLACE 59139 NOYELLES LEZ SECLIN,50.575989,3.017552,1,,1,,,0
6994,Bargues,BARGUES 59139 NOYELLES LEZ SECLIN,50.575147,3.022217,1,,1,,,0
1291,La Prevote,LA PREVOTE 59840 PERENCHIES,50.678133,2.963662,1,,1,,,0
6992,Europe,PERENCHIES EUROPE 59840 PERENCHIES,50.670778,2.974127,1,,1,,,0
1318,Le Pacau,LE PACAU 59890 QUESNOY SUR DEULE,50.725911,3.010044,1,,1,,,0
5509,Le Chien,LE CHIEN 59890 QUESNOY SUR DEULE,50.710124,3.028209,1,,1,,,0
7659,Quesnoy Mairie,QUESNOY MAIRIE CLE_COMMUNE: 65,50.712643,3.000584,1,,1,,,0
4295,18 Juin,18 JUIN 59790 RONCHIN,50.60136,3.087034,1,,1,,,0
1334,Comtesse De Segur,COMTESSE DE SEGUR 59790 RONCHIN,50.602111,3.0904,1,,1,,,0
2585,De Gaulle,DE GAULLE 59790 RONCHIN,50.603016,3.090696,1,,1,,,0
5596,Coluche,COLUCHE 59790 RONCHIN,50.599373,3.093742,1,,1,,,0
7698,La Rousselle,LA ROUSSELLE CLE_COMMUNE: 67,50.735111,3.11464,1,,1,,,0
6944,Dronckaert,DRONCKAERT 59223 RONCQ,50.740169,3.131666,1,,1,,,0
6763,Blanc Four,BLANC FOUR (RUE DE LILLE) 59223 RONCQ,50.738454,3.11643,1,,1,,,0
7033,Le Boulois,LE BOULOIS 59223 RONCQ,50.729068,3.112949,1,,1,,,0
4436,Motte,MOTTE 59100 ROUBAIX,50.677651,3.198842,1,,1,,,0
5474,Fourmies,FOURMIES  59100 ROUBAIX,50.671754,3.189001,1,,1,,,0
5629,Dupuy De Lome,DUPUY DE LOME 59100 ROUBAIX,50.682109,3.180692,1,,1,,,0
1419,Les Hauts Champs,LES HAUTS CHAMPS 59100 ROUBAIX,50.675152,3.195736,1,,1,,,0
7871,Pont Du Sartel,PONT DU SARTEL CLE_COMMUNE: 68,50.693216,3.204915,1,,1,,,0
1476,Leon Marlot,LEON MARLOT 59100 ROUBAIX,50.673318,3.192387,1,,1,,,0
4415,Beaumont,BEAUMONT 59100 ROUBAIX,50.682284,3.175994,1,,1,,,0
6979,Paul Gelle,PAUL GELLE 59100 ROUBAIX,50.683654,3.198536,1,,1,,,0
1449,Fosse Aux Chenes,FOSSE AUX CHENES 59100 ROUBAIX,50.699281,3.174754,1,,1,,,0
1468,Rue De Denain,RUE DE DENAIN 59100 ROUBAIX,50.684058,3.177605,1,,1,,,0
4831,Salengro,VELODROME 59100 ROUBAIX,50.679342,3.201963,1,,1,,,0
1433,Les Arts,LES ARTS 59100 ROUBAIX,50.690282,3.161725,1,,1,,,0
1462,Watt,WATT 59100 ROUBAIX,50.688167,3.158753,1,,1,,,0
1519,Alsace,ALSACE 59100 ROUBAIX,50.700178,3.161338,1,,1,,,0
4830,Avelghem,AVELGHEM 59100 ROUBAIX,50.695162,3.198523,1,,1,,,0
6910,Le Mesnil,LE MESNIL 59390 SAILLY LEZ LANNOY,50.64333,3.207914,1,,1,,,0
2553,Za Du Melantois,ZA DU MELANTOIS 59262 SAINGHIN EN MELANTOIS,50.588799,3.136083,1,,1,,,0
1591,Gare De Don,SAINGHIN GARE DE DON 59184 SAINGHIN EN WEPPES,50.551336,2.913721,1,,1,,,0
1620,Place Des Ecoles,PLACE DES ECOLES 59496 SALOME,50.532978,2.840513,1,,1,,,0
1626,Rue Pasteur,RUE PASTEUR 59496 SALOME,50.53529,2.841324,1,,1,,,0
1638,Marx Dormoy,MARX DORMOY ((RUE MARX DORMOY) 59211 SANTES,50.599982,2.962415,1,,1,,,0
2533,Lorival,LORIVAL 0 NON RENSEIGNEE,50.566454,3.035001,1,,1,,,0
6925,Commune De Paris,COMMUNE DE PARIS 59113 SECLIN,50.547529,3.042157,1,,1,,,0
1642,Fenelon,FENELON 59113 SECLIN,50.548774,3.02832,1,,1,,,0
6345,College Demailly,SECLIN COLLEGE DEMAILLY 59113 SECLIN,50.543716,3.014945,1,,1,,,0
1656,Centre Hospitalier,SECLIN CENTRE HOSPITALIER 59113 SECLIN,50.545914,3.016735,1,,1,,,0
5970,Rue Du Hem,RUE DU HEM 59320 SEQUEDIN,50.631881,2.984985,1,,1,,,0
1800,Conservatoire,CONSERVATOIRE 59200 TOURCOING,50.72429,3.162513,1,,1,,,0
1789,Roitelet,ROITELET 59200 TOURCOING,50.738957,3.175435,1,,1,,,0
1805,Mercure,MERCURE 59200 TOURCOING,50.705127,3.160318,1,,1,,,0
4472,Hentges,HENTGES 59200 TOURCOING,50.725336,3.164283,1,,1,,,0
1750,Braille,BRAILLE 59200 TOURCOING,50.72907,3.13098,1,,1,,,0
8997,Paul Verschaeve,PAUL VERSCHAEVE CLE_COMMUNE: 80,50.7344,3.186156,1,,1,,,0
6947,Fin De La Guerre,FIN DE LA GUERRE 59200 TOURCOING,50.729259,3.144818,1,,1,,,0
1875,Point Central,POINT CENTRAL 59200 TOURCOING,50.706989,3.156916,1,,1,,,0
8933,Rue De Roncq,RUE DE RONCQ CLE_COMMUNE: 80,50.733493,3.145975,1,,1,,,0
1808,Lemire,LEMIRE 59200 TOURCOING,50.722468,3.139395,1,,1,,,0
1838,Watt,WATT 59200 TOURCOING,50.728837,3.13646,1,,1,,,0
1878,P.N. De Tressin,P.N. DE TRESSIN 59152 TRESSIN,50.611621,3.19098,1,,1,,,0
7014,Harmonie,HARMONIE 59650 VILLENEUVE D ASCQ,50.603022,3.153295,1,,1,,,0
7818,Harrison,HARRISSON CLE_COMMUNE: 84,50.606376,3.162866,1,,1,,,0
7773,Pont De Bois,V.D'ASCQ PONT DE BOIS CLE_COMMUNE: 84,50.625493,3.128546,1,,1,,,0
7213,Les Pres,LES PRÉS EDGARD PISANI 59650 VILLENEUVE D ASCQ,50.649851,3.126519,1,,1,,,0
1954,La Fontaine,LA FONTAINE 59650 VILLENEUVE D ASCQ,50.656722,3.15008,1,,1,,,0
2974,Bd De L'Ouest,BD DE L'OUEST 59650 VILLENEUVE D ASCQ,50.637172,3.120183,1,,1,,,0
4358,Valmy,VALMY 59650 VILLENEUVE D ASCQ,50.616496,3.132563,1,,1,,,0
7079,Gendarmerie,GENDARMERIE 59650 VILLENEUVE D ASCQ,50.646639,3.129473,1,,1,,,0
6415,Cte Scientifique,CITE SCIENTIFIQUE 59650 VILLENEUVE D ASCQ,50.612001,3.142389,1,,1,,,0
2007,Poste D'Annappes,POSTE D'ANNAPPES 59650 VILLENEUVE D ASCQ,50.625096,3.146774,1,,1,,,0
1934,Montalembert,MONTALEMBERT 59650 VILLENEUVE D ASCQ,50.624984,3.158392,1,,1,,,0
1914,Bois Blancs,BOIS BLANCS 59650 VILLENEUVE D ASCQ,50.619265,3.141293,1,,1,,,0
7996,Pont De Bois,VILLENEUVE D'ASCQ PONT DE BOIS CLE_COMMUNE: 84,50.624709,3.127673,1,,1,,,0
1921,Petit Boulevard,PETIT BOULEVARD 59650 VILLENEUVE D ASCQ,50.626139,3.143731,1,,1,,,0
4333,Cimaise,CIMAISE 59650 VILLENEUVE D ASCQ,50.646224,3.150488,1,,1,,,0
2035,Le Complivois,LE COMPLIVOIS 59118 WAMBRECHIES,50.68901,3.056495,1,,1,,,0
2036,Pare,PARE 59118 WAMBRECHIES,50.684293,3.045486,1,,1,,,0
2022,Maisons Militaires,MAISONS MILITAIRES 59118 WAMBRECHIES,50.691759,3.028985,1,,1,,,0
2043,Mairie,WARNETON MAIRIE 59560 WARNETON,50.747229,2.951637,1,,1,,,0
5874,Rue Briqueterie,RUE BRIQUETERIE 59290 WASQUEHAL,50.692321,3.140846,1,,1,,,0
2060,Leo Lagrange,LEO LAGRANGE 59290 WASQUEHAL,50.683662,3.138645,1,,1,,,0
2106,Philippe De Girard,PHILIPPE DE GIRARD 59139 WATTIGNIES,50.599462,3.053192,1,,1,,,0
5562,Roussel,ROUSSEL 59139 WATTIGNIES,50.596675,3.051165,1,,1,,,0
5540,Fleming,FLEMING 59139 WATTIGNIES,50.588636,3.045174,1,,1,,,0
7664,Republique,REPUBLIQUE CLE_COMMUNE: 89,50.581308,3.043295,1,,1,,,0
2097,Creps,CREPS 59139 WATTIGNIES,50.581107,3.039206,1,,1,,,0
6942,Quart. Beaulieu,WATTRELOS QUARTIER BEAULIEU 59150 WATTRELOS,50.703226,3.235075,1,,1,,,0
2128,Foch,FOCH 59150 WATTRELOS,50.705157,3.231027,1,,1,,,0
4719,Zac Winhoutte,WATTRELOS ZAC WINHOUTTE 59150 WATTRELOS,50.71437,3.204364,1,,1,,,0
2183,Vieux Bureau,VIEUX BUREAU 59150 WATTRELOS,50.723788,3.190242,1,,1,,,0
4680,Duthoit,DUTHOIT 59150 WATTRELOS,50.694594,3.210573,1,,1,,,0
2144,Rue Des Ecoles,RUE DES ECOLES 59150 WATTRELOS,50.712819,3.182229,1,,1,,,0
2595,La Roseliere,LA ROSELIERE 59150 WATTRELOS,50.703983,3.237052,1,,1,,,0
2208,Centre Commercial,= ANCIEN PN CARNOT(MODIF LT 2014) 59150 WATTRELOS,50.698935,3.209322,1,,1,,,0
2200,College Saint Joseph,COLLEGE SAINT JOSEPH 59150 WATTRELOS,50.701584,3.219015,1,,1,,,0
2141,Ma Campagne,MA CAMPAGNE 59150 WATTRELOS,50.704155,3.204201,1,,1,,,0
2212,Lotissement Edf,LOTISSEMENT EDF 59136 WAVRIN,50.55724,2.923182,1,,1,,,0
2400,Eglise,AUBERS EGLISE 59249 AUBERS,50.595459,2.825371,1,,1,,,0
2450,Institut St Henri ( B ),INSTITUT ST HENRI ( B ) 7780 COMINES BELGIQUE,50.772609,3.002344,1,,1,,,0
8983,Rue D'Houtem,RUE D'HOUTHEM CLE_COMMUNE: 76841,50.777156,2.992177,1,,1,,,0
7102,Hopital,HOPITAL 7700 MOUSCRON BELGIQUE,50.747243,3.21838,1,,1,,,0
2460,Casino,CASINO 7700 MOUSCRON BELGIQUE,50.741727,3.215781,1,,1,,,0
97,Mairie,ANSTAING MAIRIE 59152 ANSTAING,50.604102,3.189893,1,,1,,,0
109,Maternite,MATERNITE 59280 ARMENTIERES,50.685837,2.867905,1,,1,,,0
6988,Lp De  Flandres,LP ILE DE FLANDRE 59280 ARMENTIERES,50.68887,2.89019,1,,1,,,0
6899,Ct Hospitalier,CENTRE HOSPITALIER 59280 ARMENTIERES,50.683943,2.870355,1,,1,,,0
7035,Bois D'Achelles,BOIS D ACHELLES 59910 BONDUES,50.723357,3.111023,1,,1,,,0
224,Eglise,BONDUES EGLISE 59910 BONDUES,50.704152,3.09242,1,,1,,,0
7225,Voie 22,VOIE 22 59910 BONDUES,50.708228,3.078526,1,,1,,,0
5795,La Payelle,LA PAYELLE 59910 BONDUES,50.703124,3.097659,1,,1,,,0
234,Mairie,BOUSBECQUE MAIRIE 59166 BOUSBECQUE,50.772264,3.075984,1,,1,,,0
243,Rue Des Fusilles,RUE DES FUSILLES 59160 CAPINGHEM,50.640171,2.970789,1,,1,,,0
245,Chateau,CHATEAU 59152 CHERENG,50.611384,3.197926,1,,1,,,0
249,Beau Bouquet,BEAU BOUQUET 59152 CHERENG,50.610507,3.207892,1,,1,,,0
5838,Coll Ph Commynes,COLLEGE PH. DE COMMYNES 59560 COMINES,50.759254,3.01236,1,,1,,,0
257,Gaie Perche,GAIE PERCHE 59560 COMINES,50.75492,2.989284,1,,1,,,0
5740,Le Christ,LE CHRIST 59560 COMINES,50.767623,3.033277,1,,1,,,0
255,College St Joseph (F),COLLEGE ST JOSEPH (F) 59560 COMINES,50.761288,3.004455,1,,1,,,0
272,Grand Perne,GRAND PERNE 59560 COMINES,50.731202,3.02012,1,,1,,,0
274,Hopital,HOPITAL 59560 COMINES,50.758658,3.003119,1,,1,,,0
5800,Deulemont Mairie,DEULEMONT MAIRIE 59890 DEULEMONT,50.734965,2.945084,1,,1,,,0
5524,Daudet,DAUDET 59320 EMMERIN,50.592269,3.006513,1,,1,,,0
5588,Source,SOURCE 59320 EMMERIN,50.583327,3.012692,1,,1,,,0
331,Vert Feuillage,VERT FEUILLAGE 59320 ENNETIERES EN WEPPES,50.64954,2.946852,1,,1,,,0
2537,Rue Du Moulin,RUE DU MOULIN 59193 ERQUINGHEM LYS,50.675522,2.835639,1,,1,,,0
346,Guesde,JULES GUESDE 59155 FACHES THUMESNIL,50.610101,3.064073,1,,1,,,0
366,Rue De Tressin,FOREST RUE DE TRESSIN 59510 FOREST SUR MARQUE,50.632375,3.192871,1,,1,,,0
374,Desprez,DESPREZ 59134 FOURNES EN WEPPES,50.596392,2.901373,1,,1,,,0
5807,Cite Faucheur,CITE FAUCHEUR 59236 FRELINGHIEN,50.724281,2.940051,1,,1,,,0
7150,Zac Du Moulin,ZAC DU MOULIN 59320 HALLENNES LEZ HAUBOURDIN,50.605379,2.952319,1,,1,,,0
403,Cimetiere,HALLENNES CIMETIERE 59320 HALLENNES LEZ HAUBOURDIN,50.609571,2.953597,1,,1,,,0
402,Les Riez,LES RIEZ 59320 HALLENNES LEZ HAUBOURDIN,50.612536,2.966802,1,,1,,,0
2685,Loisel,LOISEL 59250 HALLUIN,50.780671,3.137489,1,,1,,,0
417,Gounod,HALLUIN GOUNOD 59250 HALLUIN,50.78092,3.109583,1,,1,,,0
7019,Frometz,FROMETZ 59320 HAUBOURDIN,50.607027,2.968804,1,,1,,,0
7073,Fenelon,FENELON 59260 HELLEMMES LILLE,50.630785,3.111522,1,,1,,,0
492,Square Flandres,SQUARE FLANDRES 59000 LILLE,50.625267,3.115992,1,,1,,,0
8005,Blanchisserie,HEM BLANCHISSERIE CLE_COMMUNE: 34,50.661863,3.201491,1,,1,,,0
502,Mesanges,MESANGES 59510 HEM,50.663556,3.203158,1,,1,,,0
511,Zone Artisanale,ZONE ARTISANALE 59510 HEM,50.665127,3.180886,1,,1,,,0
533,Place,HERLIES PLACE 59134 HERLIES,50.578259,2.85269,1,,1,,,0
543,Poste,POSTE 59263 HOUPLIN ANCOISNE,50.56942,2.998249,1,,1,,,0
5655,Pont Casier,PONT CASIER 59116 HOUPLINES,50.691478,2.910256,1,,1,,,0
579,Le Nouveau Monde,LE NOUVEAU MONDE 59480 LA BASSEE,50.539957,2.818368,1,,1,,,0
5682,La Bassee Hdv,LA BASSEE HOTEL DE VILLE 59480 LA BASSEE,50.531372,2.804126,1,,1,,,0
5659,La Chapelle Parc,PARC DE LA CHAPELLE 59930 LA CHAPELLE D ARMENTIERES,50.668882,2.908698,1,,1,,,0
605,Rue Du Parc,RUE DU PARC 59110 LA MADELEINE,50.651243,3.066435,1,,1,,,0
5581,Josephine,JOSEPHINE 59110 LA MADELEINE,50.655371,3.061543,1,,1,,,0
8995,Promenades,RUE DES PROMENADES CLE_COMMUNE: 41,50.653004,3.06124,1,,1,,,0
617,Place De La Boucherie,PLACE DE LA BOUCHERIE 59110 LA MADELEINE,50.657742,3.064089,1,,1,,,0
653,Clinique De Lambersart,CLINIQUE DE LAMBERSART 59130 LAMBERSART,50.643553,3.029404,1,,1,,,0
5948,La Cessoie,LA CESSOIE 59130 LAMBERSART,50.658031,3.03563,1,,1,,,0
